date,rank,song_title,artist
2018-03-24,12,Rockstar,Post Malone 
2018-03-24,13,Let You Down,NF
2018-03-24,14,New Rules,Dua Lipa
2018-03-24,15,Ric Flair Drip,Offset 
2018-03-24,16,Never Be The Same,Camila Cabello
2018-03-24,17,Mine,Bazzi
2018-03-24,18,Him & I,G-Eazy 
2018-03-24,19,Sad!,
2018-03-24,20,Thunder,Imagine Dragons
2018-03-24,21,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-03-24,22,I Fall Apart,Post Malone
2018-03-24,23,Lights Down Low,MA
2018-03-24,24,Whatever It Takes,Imagine Dragons
2018-03-24,25,Plug Walk,Rich The Kid
2018-03-24,26,Say Something,Justin Timberlake 
2018-03-24,27,Bad At Love,Halsey
2018-03-24,28,Feel It Still,Portugal. The Man
2018-03-24,29,Everyday,Logic 
2018-03-24,30,Marry Me,Thomas Rhett
2018-03-24,31,Bartier Cardi,Cardi B 
2018-03-24,32,Wait,Maroon 5
2018-03-24,33,Wolves,Selena Gomez 
2018-03-24,34,You Make It Easy,Jason Aldean
2018-03-24,35,Outside Today,YoungBoy Never Broke Again
2018-03-24,36,Heaven,Kane Brown
2018-03-24,37,Love.,Kendrick Lamar 
2018-03-24,38,How Long,Charlie Puth
2018-03-24,39,No Limit,G-Eazy 
2018-03-24,40,MotorSport,"Migos, Nicki Minaj "
2018-03-24,41,Friends,Marshmello 
2018-03-24,42,Young Dumb & Broke,Khalid
2018-03-24,43,New Freezer,Rich The Kid 
2018-03-24,44,Sky Walker,Miguel 
2018-03-24,45,Broken Halos,Chris Stapleton
2018-03-24,46,44 More,Logic
2018-03-24,47,Plain Jane,A$AP Ferg 
2018-03-24,48,Sorry Not Sorry,Demi Lovato
2018-03-24,49,Top Off,DJ Khaled 
2018-03-24,50,Billy,6i
2018-03-24,51,Most People Are Good,Luke Bryan
2018-03-24,52,Gummo,6i
2018-03-24,53,Dura,Daddy Yankee
2018-03-24,54,Zombie,Bad Wolves
2018-03-24,55,Five More Minutes,Scotty McCreery
2018-03-24,56,Indica Badu,Logic 
2018-03-24,57,Singles You Up,Jordan Davis
2018-03-24,58,Love Lies,Khalid 
2018-03-24,59,Changes,
2018-03-24,60,Contra,Logic
2018-03-24,61,Lemon,N*E*R*D 
2018-03-24,62,Nowadays,Lil Skies 
2018-03-24,63,NBAYoungboat,Lil Yachty 
2018-03-24,64,IDGAF,Dua Lipa
2018-03-24,65,All On Me,Devin Dawson
2018-03-24,66,El Farsante,Ozuna 
2018-03-24,67,No Excuses,Meghan Trainor
2018-03-24,68,Overnight,Logic
2018-03-24,69,Walk It Talk It,Migos 
2018-03-24,70,Pick It Up,Famous De
2018-03-24,71,X,Nicky Jam 
2018-03-24,72,Hardaway,Derez De'Shon
2018-03-24,73,66,Lil Yachty 
2018-03-24,74,Midnight,Logic
2018-03-24,75,Tell Me You Love Me,Demi Lovato
2018-03-24,76,Powerglide,Rae Sremmurd 
2018-03-24,77,The Long Way,Brett Eldredge
2018-03-24,78,Red Roses,Lil Skies 
2018-03-24,79,Betrayed,Lil 
2018-03-24,80,No Smoke,YoungBoy Never Broke Again
2018-03-24,81,Written In The Sand,Old Dominion
2018-03-24,82,I Like Me Better,Lauv
2018-03-24,83,Wassup,Logic 
2018-03-24,84,Delicate,Taylor Swift
2018-03-24,85,River,Eminem 
2018-03-24,86,When We,Tank
2018-03-24,87,Yuck,Logic
2018-03-24,88,Boom!,Lil Yachty 
2018-03-24,89,Booty,Blac Youngsta
2018-03-24,90,Beautiful Trauma,P!nk
2018-03-24,91,This Is Me,Keala Settle 
2018-03-24,92,Narcos,Migos
2018-03-24,93,X,"ScHoolboy Q, 2 Chainz "
2018-03-24,94,At The Club,Jacquees 
2018-03-24,95,I Lived It,Blake Shelton
2018-03-24,96,She's With Me,High Valley
2018-03-24,97,BoomTrap Protocol,Logic
2018-03-24,98,Warm It Up,Logic 
2018-03-24,99,Echame La Culpa,Luis Fonsi 
2018-03-24,100,Dark Knight Dummo,Trippie Redd 
2018-03-31,1,God's Plan,Drake
2018-03-31,2,Meant To Be,Bebe Re
2018-03-31,3,Perfect,Ed Sheeran
2018-03-31,4,Finesse,Bruno Mars 
2018-03-31,5,Psycho,Post Malone 
2018-03-31,6,The Middle,"Zedd, Maren Morris "
2018-03-31,7,Sad!,
2018-03-31,8,Havana,Camila Cabello 
2018-03-31,9,Freaky Friday,Lil Dicky 
2018-03-31,10,Pray For Me,The Weeknd 
2018-03-31,11,Look Alive,BlocBoy JB 
2018-03-31,12,Stir Fry,Migos
2018-03-31,13,Ric Flair Drip,Offset 
2018-03-31,14,All The Stars,Kendrick Lamar 
2018-03-31,15,Mine,Bazzi
2018-03-31,16,New Rules,Dua Lipa
2018-03-31,17,Let You Down,NF
2018-03-31,18,Rockstar,Post Malone 
2018-03-31,19,Never Be The Same,Camila Cabello
2018-03-31,20,Walk It Talk It,Migos 
2018-03-31,21,Him & I,G-Eazy 
2018-03-31,22,Thunder,Imagine Dragons
2018-03-31,23,Plug Walk,Rich The Kid
2018-03-31,24,Whatever It Takes,Imagine Dragons
2018-03-31,25,I Fall Apart,Post Malone
2018-03-31,26,Lights Down Low,MA
2018-03-31,27,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-03-31,28,Friends,Marshmello 
2018-03-31,29,Wait,Maroon 5
2018-03-31,30,Heaven,Kane Brown
2018-03-31,31,Marry Me,Thomas Rhett
2018-03-31,32,Say Something,Justin Timberlake 
2018-03-31,33,Bad At Love,Halsey
2018-03-31,34,Feel It Still,Portugal. The Man
2018-03-31,35,Moonlight,
2018-03-31,36,You Make It Easy,Jason Aldean
2018-03-31,37,Changes,
2018-03-31,38,Bartier Cardi,Cardi B 
2018-03-31,39,Outside Today,YoungBoy Never Broke Again
2018-03-31,40,Lemon,N*E*R*D 
2018-03-31,41,Wolves,Selena Gomez 
2018-03-31,42,Love.,Kendrick Lamar 
2018-03-31,43,MotorSport,"Migos, Nicki Minaj "
2018-03-31,44,No Limit,G-Eazy 
2018-03-31,45,New Freezer,Rich The Kid 
2018-03-31,46,Young Dumb & Broke,Khalid
2018-03-31,47,Most People Are Good,Luke Bryan
2018-03-31,48,How Long,Charlie Puth
2018-03-31,49,Found / Tonight,Lin-Manuel Miranda 
2018-03-31,50,Sky Walker,Miguel 
2018-03-31,51,Powerglide,Rae Sremmurd 
2018-03-31,52,All On Me,Devin Dawson
2018-03-31,53,Love Lies,Khalid 
2018-03-31,54,Dura,Daddy Yankee
2018-03-31,55,Broken Halos,Chris Stapleton
2018-03-31,56,Everyday,Logic 
2018-03-31,57,Singles You Up,Jordan Davis
2018-03-31,58,IDGAF,Dua Lipa
2018-03-31,59,X,Nicky Jam 
2018-03-31,60,Five More Minutes,Scotty McCreery
2018-03-31,61,Billy,6i
2018-03-31,62,Top Off,DJ Khaled 
2018-03-31,63,Gummo,6i
2018-03-31,64,No Excuses,Meghan Trainor
2018-03-31,65,Hardaway,Derez De'Shon
2018-03-31,66,Delicate,Taylor Swift
2018-03-31,67,The Remedy For A Broken Heart (Why Am I So In Love),
2018-03-31,68,Zombie,Bad Wolves
2018-03-31,69,El Farsante,Ozuna 
2018-03-31,70,44 More,Logic
2018-03-31,71,Pick It Up,Famous De
2018-03-31,72,In My Blood,Shawn Mendes
2018-03-31,73,Tell Me You Love Me,Demi Lovato
2018-03-31,74,The Long Way,Brett Eldredge
2018-03-31,75,Red Roses,Lil Skies 
2018-03-31,76,Betrayed,Lil 
2018-03-31,77,NBAYoungboat,Lil Yachty 
2018-03-31,78,When We,Tank
2018-03-31,79,No Smoke,YoungBoy Never Broke Again
2018-03-31,80,I Like Me Better,Lauv
2018-03-31,81,Nowadays,Lil Skies 
2018-03-31,82,Numb,
2018-03-31,83,Infinity (888),
2018-03-31,84,One Number Away,Luke Combs
2018-03-31,85,I Lived It,Blake Shelton
2018-03-31,86,Sit Next To Me,Foster The People
2018-03-31,87,Tequila,Dan + Shay
2018-03-31,88,Narcos,Migos
2018-03-31,89,Booty,Blac Youngsta
2018-03-31,90,She's With Me,High Valley
2018-03-31,91,Sativa,Jhene Aiko 
2018-03-31,92,Written In The Sand,Old Dominion
2018-03-31,93,Beautiful Trauma,P!nk
2018-03-31,94,Tempo,Chris Brown
2018-03-31,95,Going Down!,
2018-03-31,96,At The Club,Jacquees 
2018-03-31,97,Echame La Culpa,Luis Fonsi 
2018-03-31,98,La Modelo,Ozuna 
2018-03-31,99,Dark Knight Dummo,Trippie Redd 
2018-03-31,100,Everybody Hates Me,The Chainsmokers
2018-04-07,1,God's Plan,Drake
2018-04-07,2,Meant To Be,Bebe Re
2018-04-07,3,Finesse,Bruno Mars 
2018-04-07,4,Psycho,Post Malone 
2018-04-07,5,Perfect,Ed Sheeran
2018-04-07,6,Look Alive,BlocBoy JB 
2018-04-07,7,The Middle,"Zedd, Maren Morris "
2018-04-07,8,Freaky Friday,Lil Dicky 
2018-04-07,9,Sad!,
2018-04-07,10,Havana,Camila Cabello 
2018-04-07,11,Mine,Bazzi
2018-04-07,12,Pray For Me,The Weeknd 
2018-04-07,13,Stir Fry,Migos
2018-04-07,14,Never Be The Same,Camila Cabello
2018-04-07,15,Walk It Talk It,Migos 
2018-04-07,16,All The Stars,Kendrick Lamar 
2018-04-07,17,Ric Flair Drip,Offset 
2018-04-07,18,Plug Walk,Rich The Kid
2018-04-07,19,Let You Down,NF
2018-04-07,20,New Rules,Dua Lipa
2018-04-07,21,Rockstar,Post Malone 
2018-04-07,22,In My Blood,Shawn Mendes
2018-04-07,23,Whatever It Takes,Imagine Dragons
2018-04-07,24,Thunder,Imagine Dragons
2018-04-07,25,Him & I,G-Eazy 
2018-04-07,26,Wait,Maroon 5
2018-04-07,27,Lights Down Low,MA
2018-04-07,28,Heaven,Kane Brown
2018-04-07,29,I Fall Apart,Post Malone
2018-04-07,30,Friends,Marshmello 
2018-04-07,31,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-04-07,32,Feel It Still,Portugal. The Man
2018-04-07,33,Say Something,Justin Timberlake 
2018-04-07,34,You Make It Easy,Jason Aldean
2018-04-07,35,Marry Me,Thomas Rhett
2018-04-07,36,Lemon,N*E*R*D 
2018-04-07,37,Bad At Love,Halsey
2018-04-07,38,Powerglide,Rae Sremmurd 
2018-04-07,39,Changes,
2018-04-07,40,Outside Today,YoungBoy Never Broke Again
2018-04-07,41,No Limit,G-Eazy 
2018-04-07,42,New Freezer,Rich The Kid 
2018-04-07,43,Love.,Kendrick Lamar 
2018-04-07,44,Wolves,Selena Gomez 
2018-04-07,45,MotorSport,"Migos, Nicki Minaj "
2018-04-07,46,Most People Are Good,Luke Bryan
2018-04-07,47,Bartier Cardi,Cardi B 
2018-04-07,48,Moonlight,
2018-04-07,49,Love Lies,Khalid 
2018-04-07,50,Singles You Up,Jordan Davis
2018-04-07,51,X,Nicky Jam 
2018-04-07,52,Delicate,Taylor Swift
2018-04-07,53,Dura,Daddy Yankee
2018-04-07,54,IDGAF,Dua Lipa
2018-04-07,55,No Excuses,Meghan Trainor
2018-04-07,56,Gummo,6i
2018-04-07,57,Billy,6i
2018-04-07,58,Broken Halos,Chris Stapleton
2018-04-07,59,Tell Me You Love Me,Demi Lovato
2018-04-07,60,Say Amen (Saturday Night),Panic! At The Disco
2018-04-07,61,Hardaway,Derez De'Shon
2018-04-07,62,All On Me,Devin Dawson
2018-04-07,63,El Farsante,Ozuna 
2018-04-07,64,Lost In Japan,Shawn Mendes 
2018-04-07,65,Zombie,Bad Wolves
2018-04-07,66,Top Off,DJ Khaled 
2018-04-07,67,Everyday,Logic 
2018-04-07,68,The Long Way,Brett Eldredge
2018-04-07,69,Red Roses,Lil Skies 
2018-04-07,70,Japan,Famous De
2018-04-07,71,Pick It Up,Famous De
2018-04-07,72,Five More Minutes,Scotty McCreery
2018-04-07,73,One Number Away,Luke Combs
2018-04-07,74,Tequila,Dan + Shay
2018-04-07,75,NBAYoungboat,Lil Yachty 
2018-04-07,76,I Like Me Better,Lauv
2018-04-07,77,Betrayed,Lil 
2018-04-07,78,Sit Next To Me,Foster The People
2018-04-07,79,No Smoke,YoungBoy Never Broke Again
2018-04-07,80,Sativa,Jhene Aiko 
2018-04-07,81,She's With Me,High Valley
2018-04-07,82,When We,Tank
2018-04-07,83,I Lived It,Blake Shelton
2018-04-07,84,Nowadays,Lil Skies 
2018-04-07,85,44 More,Logic
2018-04-07,86,Up Down,Morgan Wallen 
2018-04-07,87,This Is Me,Keala Settle 
2018-04-07,88,Beautiful Trauma,P!nk
2018-04-07,89,Narcos,Migos
2018-04-07,90,Echame La Culpa,Luis Fonsi 
2018-04-07,91,Written In The Sand,Old Dominion
2018-04-07,92,Tempo,Chris Brown
2018-04-07,93,Booty,Blac Youngsta
2018-04-07,94,La Modelo,Ozuna 
2018-04-07,95,For The First Time,Darius Rucker
2018-04-07,96,Rubbin Off The Paint,YBN Nahmir
2018-04-07,97,The Remedy For A Broken Heart (Why Am I So In Love),
2018-04-07,98,Dark Knight Dummo,Trippie Redd 
2018-04-07,99,Get You,Daniel Caesar 
2018-04-07,100,No Roots,Alice Merton
2018-04-14,1,God's Plan,Drake
2018-04-14,2,Meant To Be,Bebe Re
2018-04-14,3,Psycho,Post Malone 
2018-04-14,4,Call Out My Name,The Weeknd
2018-04-14,5,Look Alive,BlocBoy JB 
2018-04-14,6,The Middle,"Zedd, Maren Morris "
2018-04-14,7,Perfect,Ed Sheeran
2018-04-14,8,Finesse,Bruno Mars 
2018-04-14,9,Freaky Friday,Lil Dicky 
2018-04-14,10,Walk It Talk It,Migos 
2018-04-14,11,Havana,Camila Cabello 
2018-04-14,12,Mine,Bazzi
2018-04-14,13,Plug Walk,Rich The Kid
2018-04-14,14,Never Be The Same,Camila Cabello
2018-04-14,15,Pray For Me,The Weeknd 
2018-04-14,16,Be Careful,Cardi B
2018-04-14,17,Stir Fry,Migos
2018-04-14,18,Sad!,
2018-04-14,19,All The Stars,Kendrick Lamar 
2018-04-14,20,Ric Flair Drip,Offset 
2018-04-14,21,Rockstar,Post Malone 
2018-04-14,22,New Rules,Dua Lipa
2018-04-14,23,Whatever It Takes,Imagine Dragons
2018-04-14,24,Let You Down,NF
2018-04-14,25,Friends,Marshmello 
2018-04-14,26,Try Me,The Weeknd
2018-04-14,27,Wasted Times,The Weeknd
2018-04-14,28,Heaven,Kane Brown
2018-04-14,29,Thunder,Imagine Dragons
2018-04-14,30,Wait,Maroon 5
2018-04-14,31,In My Blood,Shawn Mendes
2018-04-14,32,Him & I,G-Eazy 
2018-04-14,33,Lights Down Low,MA
2018-04-14,34,Powerglide,Rae Sremmurd 
2018-04-14,35,I Was Never There,The Weeknd 
2018-04-14,36,You Make It Easy,Jason Aldean
2018-04-14,37,Say Something,Justin Timberlake 
2018-04-14,38,Feel It Still,Portugal. The Man
2018-04-14,39,I Fall Apart,Post Malone
2018-04-14,40,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-04-14,41,New Freezer,Rich The Kid 
2018-04-14,42,Bad At Love,Halsey
2018-04-14,43,Hurt You,The Weeknd 
2018-04-14,44,Marry Me,Thomas Rhett
2018-04-14,45,Medicine,Queen Naija
2018-04-14,46,Delicate,Taylor Swift
2018-04-14,47,X,Nicky Jam 
2018-04-14,48,Lemon,N*E*R*D 
2018-04-14,49,Most People Are Good,Luke Bryan
2018-04-14,50,Singles You Up,Jordan Davis
2018-04-14,51,Bartier Cardi,Cardi B 
2018-04-14,52,Privilege,The Weeknd
2018-04-14,53,Japan,Famous De
2018-04-14,54,Outside Today,YoungBoy Never Broke Again
2018-04-14,55,No Excuses,Meghan Trainor
2018-04-14,56,Love Lies,Khalid 
2018-04-14,57,IDGAF,Dua Lipa
2018-04-14,58,Changes,
2018-04-14,59,Dura,Daddy Yankee
2018-04-14,60,Billy,6i
2018-04-14,61,Zombie,Bad Wolves
2018-04-14,62,Tell Me You Love Me,Demi Lovato
2018-04-14,63,El Farsante,Ozuna 
2018-04-14,64,Broken Halos,Chris Stapleton
2018-04-14,65,The Long Way,Brett Eldredge
2018-04-14,66,Tequila,Dan + Shay
2018-04-14,67,One Number Away,Luke Combs
2018-04-14,68,Hardaway,Derez De'Shon
2018-04-14,69,Everyday,Logic 
2018-04-14,70,Top Off,DJ Khaled 
2018-04-14,71,Moonlight,
2018-04-14,72,Sit Next To Me,Foster The People
2018-04-14,73,I Like Me Better,Lauv
2018-04-14,74,Sativa,Jhene Aiko 
2018-04-14,75,All On Me,Devin Dawson
2018-04-14,76,Five More Minutes,Scotty McCreery
2018-04-14,77,Red Roses,Lil Skies 
2018-04-14,78,Boo'd Up,Ella Mai
2018-04-14,79,She's With Me,High Valley
2018-04-14,80,When We,Tank
2018-04-14,81,I Lived It,Blake Shelton
2018-04-14,82,Broken Clocks,SZA
2018-04-14,83,Up Down,Morgan Wallen 
2018-04-14,84,No Roots,Alice Merton
2018-04-14,85,Nowadays,Lil Skies 
2018-04-14,86,Say Amen (Saturday Night),Panic! At The Disco
2018-04-14,87,No Smoke,YoungBoy Never Broke Again
2018-04-14,88,Tempo,Chris Brown
2018-04-14,89,OKRA,"Tyler, The Creator"
2018-04-14,90,For The First Time,Darius Rucker
2018-04-14,91,Echame La Culpa,Luis Fonsi 
2018-04-14,92,Take Back Home Girl,Chris Lane 
2018-04-14,93,Written In The Sand,Old Dominion
2018-04-14,94,"Woman, Amen",Dierks Bentley
2018-04-14,95,La Modelo,Ozuna 
2018-04-14,96,Proud,2 Chainz 
2018-04-14,97,Beautiful Trauma,P!nk
2018-04-14,98,NBAYoungboat,Lil Yachty 
2018-04-14,99,Get You,Daniel Caesar 
2018-04-14,100,Focus,H.E.R.
2018-04-21,1,Nice For What,Drake
2018-04-21,2,God's Plan,Drake
2018-04-21,3,Meant To Be,Bebe Re
2018-04-21,4,Psycho,Post Malone 
2018-04-21,5,Look Alive,BlocBoy JB 
2018-04-21,6,The Middle,"Zedd, Maren Morris "
2018-04-21,7,Perfect,Ed Sheeran
2018-04-21,8,I Like It,"Cardi B, Bad Bunny "
2018-04-21,9,Freaky Friday,Lil Dicky 
2018-04-21,10,Finesse,Bruno Mars 
2018-04-21,11,Be Careful,Cardi B
2018-04-21,12,Walk It Talk It,Migos 
2018-04-21,13,Plug Walk,Rich The Kid
2018-04-21,14,Mine,Bazzi
2018-04-21,15,Never Be The Same,Camila Cabello
2018-04-21,16,Havana,Camila Cabello 
2018-04-21,17,Pray For Me,The Weeknd 
2018-04-21,18,Sad!,
2018-04-21,19,Stir Fry,Migos
2018-04-21,20,Call Out My Name,The Weeknd
2018-04-21,21,Drip,Cardi B 
2018-04-21,22,Whatever It Takes,Imagine Dragons
2018-04-21,23,I Do,Cardi B 
2018-04-21,24,Rockstar,Post Malone 
2018-04-21,25,All The Stars,Kendrick Lamar 
2018-04-21,26,Ric Flair Drip,Offset 
2018-04-21,27,New Rules,Dua Lipa
2018-04-21,28,Ring,Cardi B 
2018-04-21,29,Japan,Famous De
2018-04-21,30,Heaven,Kane Brown
2018-04-21,31,Let You Down,NF
2018-04-21,32,Bartier Cardi,Cardi B 
2018-04-21,33,Thunder,Imagine Dragons
2018-04-21,34,Friends,Marshmello 
2018-04-21,35,Wait,Maroon 5
2018-04-21,36,Powerglide,Rae Sremmurd 
2018-04-21,37,In My Blood,Shawn Mendes
2018-04-21,38,Get Up 10,Cardi B
2018-04-21,39,Best Life,Cardi B 
2018-04-21,40,Feel It Still,Portugal. The Man
2018-04-21,41,You Make It Easy,Jason Aldean
2018-04-21,42,Say Something,Justin Timberlake 
2018-04-21,43,Bickenhead,Cardi B
2018-04-21,44,Him & I,G-Eazy 
2018-04-21,45,Lights Down Low,MA
2018-04-21,46,I Fall Apart,Post Malone
2018-04-21,47,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-04-21,48,Bad At Love,Halsey
2018-04-21,49,New Freezer,Rich The Kid 
2018-04-21,50,Thru Your Phone,Cardi B
2018-04-21,51,Singles You Up,Jordan Davis
2018-04-21,52,Outside Today,YoungBoy Never Broke Again
2018-04-21,53,No Excuses,Meghan Trainor
2018-04-21,54,Delicate,Taylor Swift
2018-04-21,55,Marry Me,Thomas Rhett
2018-04-21,56,Love Lies,Khalid 
2018-04-21,57,She Bad,Cardi B 
2018-04-21,58,Money Bag,Cardi B
2018-04-21,59,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-04-21,60,Most People Are Good,Luke Bryan
2018-04-21,61,X,Nicky Jam 
2018-04-21,62,One Kiss,Calvin Harris 
2018-04-21,63,Wasted Times,The Weeknd
2018-04-21,64,IDGAF,Dua Lipa
2018-04-21,65,A$AP Forever,A$AP Rocky 
2018-04-21,66,Changes,
2018-04-21,67,Zombie,Bad Wolves
2018-04-21,68,Billy,6i
2018-04-21,69,Tell Me You Love Me,Demi Lovato
2018-04-21,70,Dura,Daddy Yankee
2018-04-21,71,The Long Way,Brett Eldredge
2018-04-21,72,Boo'd Up,Ella Mai
2018-04-21,73,El Farsante,Ozuna 
2018-04-21,74,Try Me,The Weeknd
2018-04-21,75,One Number Away,Luke Combs
2018-04-21,76,Everyday,Logic 
2018-04-21,77,Tequila,Dan + Shay
2018-04-21,78,Moonlight,
2018-04-21,79,Sit Next To Me,Foster The People
2018-04-21,80,I Like Me Better,Lauv
2018-04-21,81,Sativa,Jhene Aiko 
2018-04-21,82,Broken Halos,Chris Stapleton
2018-04-21,83,Barbie Tingz,Nicki Minaj
2018-04-21,84,Hardaway,Derez De'Shon
2018-04-21,85,Get Along,Kenny Chesney
2018-04-21,86,Medicine,Queen Naija
2018-04-21,87,She's With Me,High Valley
2018-04-21,88,Up Down,Morgan Wallen 
2018-04-21,89,Five More Minutes,Scotty McCreery
2018-04-21,90,Top Off,DJ Khaled 
2018-04-21,91,When We,Tank
2018-04-21,92,Chun-Li,Nicki Minaj
2018-04-21,93,All On Me,Devin Dawson
2018-04-21,94,Red Roses,Lil Skies 
2018-04-21,95,I Lived It,Blake Shelton
2018-04-21,96,No Roots,Alice Merton
2018-04-21,97,Broken Clocks,SZA
2018-04-21,98,For The First Time,Darius Rucker
2018-04-21,99,Proud,2 Chainz 
2018-04-21,100,Alone,Halsey 
2018-04-28,1,Nice For What,Drake
2018-04-28,2,God's Plan,Drake
2018-04-28,3,Meant To Be,Bebe Re
2018-04-28,4,Psycho,Post Malone 
2018-04-28,5,The Middle,"Zedd, Maren Morris "
2018-04-28,6,Look Alive,BlocBoy JB 
2018-04-28,7,Perfect,Ed Sheeran
2018-04-28,8,Freaky Friday,Lil Dicky 
2018-04-28,9,I Like It,"Cardi B, Bad Bunny "
2018-04-28,10,Chun-Li,Nicki Minaj
2018-04-28,11,Walk It Talk It,Migos 
2018-04-28,12,Finesse,Bruno Mars 
2018-04-28,13,Never Be The Same,Camila Cabello
2018-04-28,14,Mine,Bazzi
2018-04-28,15,Be Careful,Cardi B
2018-04-28,16,Plug Walk,Rich The Kid
2018-04-28,17,Call Out My Name,The Weeknd
2018-04-28,18,Pray For Me,The Weeknd 
2018-04-28,19,Havana,Camila Cabello 
2018-04-28,20,Whatever It Takes,Imagine Dragons
2018-04-28,21,Friends,Marshmello 
2018-04-28,22,Sad!,
2018-04-28,23,Stir Fry,Migos
2018-04-28,24,Esskeetit,Lil Pump
2018-04-28,25,Barbie Tingz,Nicki Minaj
2018-04-28,26,Heaven,Kane Brown
2018-04-28,27,Rockstar,Post Malone 
2018-04-28,28,Japan,Famous De
2018-04-28,29,You Make It Easy,Jason Aldean
2018-04-28,30,New Rules,Dua Lipa
2018-04-28,31,All The Stars,Kendrick Lamar 
2018-04-28,32,Ric Flair Drip,Offset 
2018-04-28,33,Drip,Cardi B 
2018-04-28,34,Thunder,Imagine Dragons
2018-04-28,35,Powerglide,Rae Sremmurd 
2018-04-28,36,Wait,Maroon 5
2018-04-28,37,Let You Down,NF
2018-04-28,38,In My Blood,Shawn Mendes
2018-04-28,39,Feel It Still,Portugal. The Man
2018-04-28,40,Bartier Cardi,Cardi B 
2018-04-28,41,Say Something,Justin Timberlake 
2018-04-28,42,I Do,Cardi B 
2018-04-28,43,Most People Are Good,Luke Bryan
2018-04-28,44,Ring,Cardi B 
2018-04-28,45,Lights Down Low,MA
2018-04-28,46,I Fall Apart,Post Malone
2018-04-28,47,Him & I,G-Eazy 
2018-04-28,48,Cry Pretty,Carrie Underwood
2018-04-28,49,King's Dead,"Jay Rock, Kendrick Lamar, Future "
2018-04-28,50,Bad At Love,Halsey
2018-04-28,51,Delicate,Taylor Swift
2018-04-28,52,New Freezer,Rich The Kid 
2018-04-28,53,No Excuses,Meghan Trainor
2018-04-28,54,Love Lies,Khalid 
2018-04-28,55,X,Nicky Jam 
2018-04-28,56,Marry Me,Thomas Rhett
2018-04-28,57,Tequila,Dan + Shay
2018-04-28,58,Outside Today,YoungBoy Never Broke Again
2018-04-28,59,Singles You Up,Jordan Davis
2018-04-28,60,IDGAF,Dua Lipa
2018-04-28,61,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-04-28,62,Boo'd Up,Ella Mai
2018-04-28,63,Everyday,Logic 
2018-04-28,64,One Kiss,Calvin Harris 
2018-04-28,65,The Long Way,Brett Eldredge
2018-04-28,66,I Lived It,Blake Shelton
2018-04-28,67,Best Life,Cardi B 
2018-04-28,68,Bickenhead,Cardi B
2018-04-28,69,Changes,
2018-04-28,70,One Number Away,Luke Combs
2018-04-28,71,El Farsante,Ozuna 
2018-04-28,72,Dura,Daddy Yankee
2018-04-28,73,Let Me,Zayn
2018-04-28,74,Zombie,Bad Wolves
2018-04-28,75,Thru Your Phone,Cardi B
2018-04-28,76,Wasted Times,The Weeknd
2018-04-28,77,Get Up 10,Cardi B
2018-04-28,78,Get Along,Kenny Chesney
2018-04-28,79,I Like Me Better,Lauv
2018-04-28,80,Sit Next To Me,Foster The People
2018-04-28,81,"Woman, Amen",Dierks Bentley
2018-04-28,82,For The First Time,Darius Rucker
2018-04-28,83,This Is Me,Keala Settle 
2018-04-28,84,Guatemala,Swae Lee 
2018-04-28,85,Moonlight,
2018-04-28,86,Up Down,Morgan Wallen 
2018-04-28,87,Money Bag,Cardi B
2018-04-28,88,Sativa,Jhene Aiko 
2018-04-28,89,Anybody,Young Thug 
2018-04-28,90,She Bad,Cardi B 
2018-04-28,91,Billy,6i
2018-04-28,92,When We,Tank
2018-04-28,93,Red Roses,Lil Skies 
2018-04-28,94,Top Off,DJ Khaled 
2018-04-28,95,She's With Me,High Valley
2018-04-28,96,Get You,Daniel Caesar 
2018-04-28,97,Broken Clocks,SZA
